date_id,agent_id,department_id,total_tickets_handled,avg_handle_time_mins,escalation_rate,backlog,reopened_tickets,utilization_rate,sla_breaches
2025-01-27,2,4,6,175.5,0.16699999570846558,1,1,0.8600000143051147,0
2025-01-28,2,4,5,190.6999969482422,0.0,0,0,0.8500000238418579,1
2025-01-29,2,4,8,244.3000030517578,0.0,1,0,0.8799999952316284,1
2025-01-30,2,4,8,157.0,0.0,2,0,0.8799999952316284,0
2025-01-31,2,4,7,289.0,0.0,0,0,0.8700000047683716,0
2025-02-01,2,4,5,132.10000610351562,0.20000000298023224,1,1,0.8500000238418579,0
2025-02-02,2,4,7,188.6999969482422,0.0,1,0,0.8700000047683716,0
2025-02-03,2,4,8,147.10000610351562,0.0,3,0,0.8799999952316284,1
2025-02-04,2,4,7,191.39999389648438,0.14300000667572021,3,1,0.8700000047683716,0
2025-02-05,2,4,5,182.0,0.0,1,0,0.8500000238418579,0
2025-02-06,2,4,8,221.3000030517578,0.0,3,0,0.8799999952316284,0
2025-02-07,2,4,5,205.3000030517578,0.0,1,0,0.8500000238418579,1
2025-02-08,2,4,5,171.1999969482422,0.0,2,0,0.8500000238418579,0
2025-02-09,2,4,7,244.5,0.14300000667572021,4,0,0.8700000047683716,2
2025-02-10,2,4,7,240.1999969482422,0.0,1,0,0.8700000047683716,1
2025-02-11,2,4,6,195.60000610351562,0.0,0,0,0.8600000143051147,1
2025-02-12,2,4,4,238.5,0.0,0,0,0.8399999737739563,0
2025-02-13,2,4,7,220.60000610351562,0.0,2,0,0.8700000047683716,0
2025-02-14,2,4,6,159.0,0.0,1,0,0.8600000143051147,0
2025-02-15,2,4,5,135.10000610351562,0.0,2,0,0.8500000238418579,1
2025-02-16,2,4,5,172.3000030517578,0.0,2,0,0.8500000238418579,0
2025-02-17,2,4,5,199.39999389648438,0.0,1,0,0.8500000238418579,0
2025-02-18,2,4,5,243.5,0.4000000059604645,2,1,0.8500000238418579,1
2025-02-19,2,4,7,206.5,0.0,0,0,0.8700000047683716,3
2025-02-20,2,4,5,226.3000030517578,0.0,1,0,0.8500000238418579,1
2025-02-21,2,4,7,194.10000610351562,0.0,1,0,0.8700000047683716,0
2025-02-22,2,4,6,225.89999389648438,0.0,1,0,0.8600000143051147,1
2025-02-23,2,4,7,207.10000610351562,0.0,1,0,0.8700000047683716,1
2025-02-24,2,4,6,156.6999969482422,0.0,2,0,0.8600000143051147,0
2025-02-25,2,4,6,197.39999389648438,0.0,0,0,0.8600000143051147,0
2025-02-26,2,4,6,167.60000610351562,0.0,1,0,0.8600000143051147,0
2025-02-27,2,4,7,212.1999969482422,0.14300000667572021,3,0,0.8700000047683716,3
2025-02-28,2,4,9,211.0,0.11100000143051147,4,1,0.8899999856948853,1
2025-03-01,2,4,4,268.5,0.0,1,0,0.8399999737739563,0
2025-03-02,2,4,5,234.5,0.0,0,0,0.8500000238418579,0
2025-03-03,2,4,6,221.1999969482422,0.0,2,0,0.8600000143051147,0
2025-03-04,2,4,8,183.89999389648438,0.0,3,0,0.8799999952316284,1
2025-03-05,2,4,5,230.3000030517578,0.0,0,0,0.8500000238418579,1
2025-03-06,2,4,6,169.0,0.0,1,0,0.8600000143051147,1
2025-03-07,2,4,7,180.3000030517578,0.0,0,0,0.8700000047683716,1
2025-03-08,2,4,6,165.39999389648438,0.0,2,0,0.8600000143051147,0
2025-03-09,2,4,7,177.1999969482422,0.0,4,0,0.8700000047683716,2
2025-03-10,2,4,9,188.8000030517578,0.0,5,0,0.8899999856948853,1
2025-03-11,2,4,6,223.3000030517578,0.0,1,0,0.8600000143051147,0
2025-03-12,2,4,6,204.89999389648438,0.0,0,0,0.8600000143051147,1
2025-03-13,2,4,7,183.3000030517578,0.0,1,0,0.8700000047683716,1
2025-03-14,2,4,7,189.89999389648438,0.0,2,0,0.8700000047683716,1
2025-03-15,2,4,7,191.1999969482422,0.14300000667572021,2,1,0.8700000047683716,1
2025-03-16,2,4,6,198.8000030517578,0.0,3,0,0.8600000143051147,0
2025-03-17,2,4,5,191.60000610351562,0.0,2,0,0.8500000238418579,0
2025-03-18,2,4,5,112.4000015258789,0.0,1,0,0.8500000238418579,2
2025-03-19,2,4,5,128.3000030517578,0.0,0,0,0.8500000238418579,3
2025-03-20,2,4,7,220.0,0.0,1,0,0.8700000047683716,1
2025-03-21,2,4,4,181.5,0.25,1,1,0.8399999737739563,1
2025-03-22,2,4,7,214.3000030517578,0.0,3,0,0.8700000047683716,0
2025-03-23,2,4,7,244.8000030517578,0.14300000667572021,2,0,0.8700000047683716,1
2025-03-24,2,4,6,218.8000030517578,0.0,2,0,0.8600000143051147,0
2025-03-25,2,4,5,217.39999389648438,0.0,3,0,0.8500000238418579,1
2025-03-26,2,4,7,202.8000030517578,0.14300000667572021,3,0,0.8700000047683716,1
2025-03-27,2,4,4,192.8000030517578,0.25,2,1,0.8399999737739563,0
2025-03-28,2,4,7,226.5,0.0,2,0,0.8700000047683716,0
2025-03-29,2,4,8,190.6999969482422,0.0,4,0,0.8799999952316284,0
2025-03-30,2,4,6,181.3000030517578,0.0,2,0,0.8600000143051147,0
2025-03-31,2,4,5,225.10000610351562,0.0,0,0,0.8500000238418579,0
2025-04-01,2,4,8,200.60000610351562,0.0,2,0,0.8799999952316284,0
2025-04-02,2,4,6,213.3000030517578,0.16699999570846558,2,0,0.8600000143051147,1
2025-04-03,2,4,6,155.0,0.16699999570846558,2,1,0.8600000143051147,1
2025-04-04,2,4,6,131.6999969482422,0.0,3,0,0.8600000143051147,0
2025-04-05,2,4,8,216.0,0.375,4,2,0.8799999952316284,1
2025-04-06,2,4,6,216.8000030517578,0.0,1,0,0.8600000143051147,0
2025-04-07,2,4,7,191.3000030517578,0.0,1,0,0.8700000047683716,0
2025-04-08,2,4,7,176.0,0.0,2,0,0.8700000047683716,0
2025-04-09,2,4,5,192.1999969482422,0.20000000298023224,3,1,0.8500000238418579,0
2025-04-10,2,4,9,249.39999389648438,0.0,3,0,0.8899999856948853,2
2025-01-10,3,4,6,94.30000305175781,0.0,1,0,0.9100000262260437,1
2025-01-11,3,4,8,116.69999694824219,0.0,1,0,0.9300000071525574,1
2025-01-12,3,4,6,133.10000610351562,0.0,0,0,0.9100000262260437,0
2025-01-13,3,4,5,156.6999969482422,0.0,1,0,0.8999999761581421,1
2025-01-14,3,4,8,130.10000610351562,0.0,3,0,0.9300000071525574,0
2025-01-15,3,4,8,140.3000030517578,0.0,3,0,0.9300000071525574,0
2025-01-16,3,4,9,167.10000610351562,0.0,2,0,0.9399999976158142,0
2025-01-17,3,4,6,142.5,0.0,0,0,0.9100000262260437,0
2025-01-18,3,4,9,125.0,0.0,0,0,0.9399999976158142,0
2025-01-19,3,4,7,145.3000030517578,0.14300000667572021,2,1,0.9200000166893005,0
2025-01-20,3,4,7,137.10000610351562,0.0,1,0,0.9200000166893005,0
2025-01-21,3,4,9,154.89999389648438,0.0,1,0,0.9399999976158142,0
2025-01-22,3,4,7,123.9000015258789,0.0,1,0,0.9200000166893005,0
2025-01-23,3,4,8,138.6999969482422,0.0,3,0,0.9300000071525574,1
2025-01-24,3,4,6,154.8000030517578,0.0,1,0,0.9100000262260437,0
2025-01-25,3,4,7,130.0,0.0,0,0,0.9200000166893005,0
2025-01-26,3,4,6,158.60000610351562,0.0,0,0,0.9100000262260437,0
2025-01-27,3,4,6,138.60000610351562,0.0,0,0,0.9100000262260437,0
2025-01-28,3,4,8,162.39999389648438,0.125,1,1,0.9300000071525574,0
2025-01-29,3,4,10,120.0999984741211,0.0,2,0,0.949999988079071,1
2025-01-30,3,4,7,122.69999694824219,0.0,2,0,0.9200000166893005,0
2025-01-31,3,4,7,112.5999984741211,0.0,0,0,0.9200000166893005,0
2025-02-01,3,4,6,134.60000610351562,0.0,1,0,0.9100000262260437,0
2025-02-02,3,4,8,129.0,0.0,1,0,0.9300000071525574,0
2025-02-03,3,4,10,117.5,0.0,0,0,0.949999988079071,1
2025-02-04,3,4,9,153.89999389648438,0.0,1,0,0.9399999976158142,0
2025-02-05,3,4,9,167.39999389648438,0.0,0,0,0.9399999976158142,0
2025-02-06,3,4,9,123.30000305175781,0.0,2,0,0.9399999976158142,0
2025-02-07,3,4,7,143.5,0.0,1,0,0.9200000166893005,0
2025-02-08,3,4,7,167.1999969482422,0.0,0,0,0.9200000166893005,0
2025-02-09,3,4,6,118.19999694824219,0.0,0,0,0.9100000262260437,0
2025-02-10,3,4,8,134.5,0.0,2,0,0.9300000071525574,0
2025-02-11,3,4,6,136.10000610351562,0.0,0,0,0.9100000262260437,0
2025-02-12,3,4,7,109.30000305175781,0.0,0,0,0.9200000166893005,1
2025-02-13,3,4,9,134.10000610351562,0.0,1,0,0.9399999976158142,0
2025-02-14,3,4,7,114.0,0.0,0,0,0.9200000166893005,0
2025-02-15,3,4,7,146.3000030517578,0.0,2,0,0.9200000166893005,0
2025-02-16,3,4,6,149.0,0.0,1,0,0.9100000262260437,0
2025-02-17,3,4,8,123.5,0.0,1,0,0.9300000071525574,0
2025-02-18,3,4,7,148.10000610351562,0.0,0,0,0.9200000166893005,0
2025-02-19,3,4,9,119.30000305175781,0.0,1,0,0.9399999976158142,0
2025-02-20,3,4,7,130.5,0.0,0,0,0.9200000166893005,0
2025-02-21,3,4,8,138.89999389648438,0.0,1,0,0.9300000071525574,0
2025-02-22,3,4,6,141.89999389648438,0.0,1,0,0.9100000262260437,0
2025-02-23,3,4,7,152.39999389648438,0.0,0,0,0.9200000166893005,0
2025-02-24,3,4,8,145.89999389648438,0.125,1,0,0.9300000071525574,2
2025-02-25,3,4,8,159.39999389648438,0.0,1,0,0.9300000071525574,0
2025-02-26,3,4,7,119.19999694824219,0.14300000667572021,3,0,0.9200000166893005,2
2025-02-27,3,4,7,171.10000610351562,0.0,2,0,0.9200000166893005,1
2025-02-28,3,4,8,151.10000610351562,0.0,0,0,0.9300000071525574,0
2025-03-01,3,4,6,140.3000030517578,0.0,1,0,0.9100000262260437,0
2025-03-02,3,4,6,159.1999969482422,0.0,0,0,0.9100000262260437,1
2025-03-03,3,4,7,177.10000610351562,0.14300000667572021,1,1,0.9200000166893005,0
2025-03-04,3,4,7,131.10000610351562,0.0,1,0,0.9200000166893005,0
2025-03-05,3,4,8,151.8000030517578,0.125,2,1,0.9300000071525574,1
2025-03-06,3,4,8,154.0,0.0,0,0,0.9300000071525574,0
2025-03-07,3,4,8,149.3000030517578,0.0,0,0,0.9300000071525574,0
2025-03-08,3,4,5,147.0,0.0,1,0,0.8999999761581421,0
2025-03-09,3,4,7,153.89999389648438,0.0,0,0,0.9200000166893005,0
2025-03-10,3,4,10,126.69999694824219,0.0,2,0,0.949999988079071,0
2025-03-11,3,4,7,119.19999694824219,0.0,3,0,0.9200000166893005,0
2025-03-12,3,4,6,125.9000015258789,0.0,0,0,0.9100000262260437,1
2025-03-13,3,4,7,139.0,0.0,0,0,0.9200000166893005,2
2025-03-14,3,4,8,130.0,0.0,1,0,0.9300000071525574,0
2025-03-15,3,4,9,123.9000015258789,0.0,1,0,0.9399999976158142,0
2025-03-16,3,4,7,84.4000015258789,0.0,2,0,0.9200000166893005,0
2025-03-17,3,4,7,89.5,0.0,1,0,0.9200000166893005,0
2025-03-18,3,4,7,120.69999694824219,0.0,1,0,0.9200000166893005,0
2025-03-19,3,4,9,134.10000610351562,0.11100000143051147,2,1,0.9399999976158142,0
2025-03-20,3,4,8,104.69999694824219,0.0,1,0,0.9300000071525574,1
2025-03-21,3,4,5,146.5,0.0,0,0,0.8999999761581421,1
2025-03-22,3,4,9,158.89999389648438,0.0,4,0,0.9399999976158142,0
2025-03-23,3,4,7,128.1999969482422,0.0,0,0,0.9200000166893005,0
2025-03-24,3,4,10,170.1999969482422,0.0,3,0,0.949999988079071,1
2025-03-25,3,4,6,119.69999694824219,0.0,1,0,0.9100000262260437,0
2025-03-26,3,4,8,134.6999969482422,0.125,2,1,0.9300000071525574,0
2025-03-27,3,4,6,124.80000305175781,0.16699999570846558,3,1,0.9100000262260437,0
2025-03-28,3,4,8,106.80000305175781,0.0,1,0,0.9300000071525574,0
2025-03-29,3,4,8,107.0999984741211,0.0,1,0,0.9300000071525574,0
2025-03-30,3,4,8,187.1999969482422,0.0,0,0,0.9300000071525574,2
2025-03-31,3,4,6,139.3000030517578,0.0,2,0,0.9100000262260437,0
2025-04-01,3,4,8,99.5,0.0,1,0,0.9300000071525574,0
2025-04-02,3,4,7,138.60000610351562,0.0,2,0,0.9200000166893005,0
2025-04-03,3,4,7,91.4000015258789,0.0,0,0,0.9200000166893005,1
2025-04-04,3,4,6,146.6999969482422,0.0,0,0,0.9100000262260437,0
2025-04-05,3,4,9,135.89999389648438,0.0,0,0,0.9399999976158142,0
2025-04-06,3,4,7,135.5,0.0,1,0,0.9200000166893005,0
2025-04-07,3,4,7,141.6999969482422,0.0,0,0,0.9200000166893005,0
2025-04-08,3,4,7,131.39999389648438,0.0,0,0,0.9200000166893005,0
2025-04-09,3,4,6,201.3000030517578,0.0,0,0,0.9100000262260437,1
2025-04-10,3,4,10,130.10000610351562,0.0,3,0,0.949999988079071,0
2025-01-10,4,4,3,489.0,0.3330000042915344,2,0,0.7300000190734863,1
2025-01-11,4,4,4,382.5,0.25,2,1,0.7400000095367432,1
2025-01-12,4,4,4,471.79998779296875,0.25,3,1,0.7400000095367432,0
2025-01-13,4,4,3,549.5999755859375,0.3330000042915344,1,0,0.7300000190734863,2
2025-01-14,4,4,3,559.4000244140625,0.3330000042915344,2,1,0.7300000190734863,2
2025-01-15,4,4,4,386.1000061035156,0.0,2,0,0.7400000095367432,0
2025-01-16,4,4,4,522.5,0.25,2,1,0.7400000095367432,2
2025-01-17,4,4,3,336.6000061035156,0.6669999957084656,2,2,0.7300000190734863,1
2025-01-18,4,4,4,396.6000061035156,0.25,3,1,0.7400000095367432,0
2025-01-19,4,4,3,475.79998779296875,0.0,0,0,0.7300000190734863,1
2025-01-20,4,4,4,336.79998779296875,0.5,2,0,0.7400000095367432,2
2025-01-21,4,4,3,394.3999938964844,0.0,0,0,0.7300000190734863,1
2025-01-22,4,4,4,336.0,0.0,2,0,0.7400000095367432,1
2025-01-23,4,4,4,324.20001220703125,0.25,2,0,0.7400000095367432,1
2025-01-24,4,4,4,398.3999938964844,0.0,3,0,0.7400000095367432,0
2025-01-25,4,4,3,312.20001220703125,0.3330000042915344,1,0,0.7300000190734863,1
2025-01-26,4,4,3,593.4000244140625,0.3330000042915344,1,0,0.7300000190734863,2
2025-01-27,4,4,3,422.79998779296875,0.0,2,0,0.7300000190734863,0
2025-01-28,4,4,2,507.29998779296875,0.0,0,0,0.7200000286102295,0
2025-01-29,4,4,4,542.0999755859375,0.0,1,0,0.7400000095367432,2
2025-01-30,4,4,5,425.8999938964844,0.20000000298023224,1,0,0.75,3
2025-01-31,4,4,2,324.0,0.5,2,1,0.7200000286102295,1
2025-02-01,4,4,3,493.6000061035156,0.3330000042915344,1,0,0.7300000190734863,1
2025-02-02,4,4,3,552.4000244140625,0.3330000042915344,2,0,0.7300000190734863,1
2025-02-03,4,4,4,480.79998779296875,0.0,0,0,0.7400000095367432,0
2025-02-04,4,4,3,310.20001220703125,0.0,0,0,0.7300000190734863,0
2025-02-05,4,4,3,486.6000061035156,0.3330000042915344,2,1,0.7300000190734863,0
2025-02-06,4,4,3,635.7999877929688,0.3330000042915344,2,1,0.7300000190734863,0
2025-02-07,4,4,4,346.6000061035156,0.0,1,0,0.7400000095367432,0
2025-02-08,4,4,2,395.70001220703125,0.0,1,0,0.7200000286102295,0
2025-02-09,4,4,3,421.3999938964844,0.0,2,0,0.7300000190734863,0
2025-02-10,4,4,2,511.5,0.5,1,1,0.7200000286102295,0
2025-02-11,4,4,3,421.0,0.0,0,0,0.7300000190734863,0
2025-02-12,4,4,2,351.29998779296875,0.0,0,0,0.7200000286102295,0
2025-02-13,4,4,4,390.3999938964844,0.25,1,1,0.7400000095367432,1
2025-02-14,4,4,3,501.3999938964844,0.3330000042915344,2,0,0.7300000190734863,2
2025-02-15,4,4,3,553.7999877929688,0.3330000042915344,2,1,0.7300000190734863,1
2025-02-16,4,4,3,336.6000061035156,0.0,0,0,0.7300000190734863,1
2025-02-17,4,4,3,329.3999938964844,0.0,2,0,0.7300000190734863,0
2025-02-18,4,4,4,301.3999938964844,0.0,0,0,0.7400000095367432,1
2025-02-19,4,4,4,413.8999938964844,0.25,2,1,0.7400000095367432,1
2025-02-20,4,4,3,355.20001220703125,0.3330000042915344,2,0,0.7300000190734863,1
2025-02-21,4,4,3,413.3999938964844,0.0,0,0,0.7300000190734863,0
2025-02-22,4,4,3,377.6000061035156,0.0,1,0,0.7300000190734863,0
2025-02-23,4,4,3,354.20001220703125,0.6669999957084656,2,1,0.7300000190734863,1
2025-02-24,4,4,4,560.0999755859375,0.0,2,0,0.7400000095367432,0
2025-02-25,4,4,3,296.6000061035156,0.3330000042915344,3,0,0.7300000190734863,1
2025-02-26,4,4,4,470.1000061035156,0.25,1,0,0.7400000095367432,1
2025-02-27,4,4,5,505.20001220703125,0.20000000298023224,1,1,0.75,0
2025-02-28,4,4,4,648.5,0.5,3,2,0.7400000095367432,0
2025-03-01,4,4,2,330.0,0.5,2,1,0.7200000286102295,0
2025-03-02,4,4,2,557.0999755859375,0.0,1,0,0.7200000286102295,0
2025-03-03,4,4,3,478.20001220703125,0.0,1,0,0.7300000190734863,1
2025-03-04,4,4,4,389.6000061035156,0.0,0,0,0.7400000095367432,1
2025-03-05,4,4,4,483.1000061035156,0.25,1,1,0.7400000095367432,3
2025-03-06,4,4,4,423.8999938964844,0.0,0,0,0.7400000095367432,1
2025-03-07,4,4,4,464.8999938964844,0.25,2,1,0.7400000095367432,2
2025-03-08,4,4,3,371.20001220703125,0.3330000042915344,1,1,0.7300000190734863,1
2025-03-09,4,4,3,381.3999938964844,0.0,0,0,0.7300000190734863,3
2025-03-10,4,4,3,408.3999938964844,0.3330000042915344,2,0,0.7300000190734863,1
2025-03-11,4,4,3,375.20001220703125,0.6669999957084656,3,2,0.7300000190734863,1
2025-03-12,4,4,3,377.6000061035156,0.3330000042915344,1,1,0.7300000190734863,0
2025-03-13,4,4,3,417.20001220703125,0.3330000042915344,2,1,0.7300000190734863,1
2025-03-14,4,4,4,390.8999938964844,0.25,2,0,0.7400000095367432,1
2025-03-15,4,4,4,325.1000061035156,0.0,2,0,0.7400000095367432,2
2025-03-16,4,4,4,568.5,0.25,2,1,0.7400000095367432,1
2025-03-17,4,4,3,437.79998779296875,0.0,0,0,0.7300000190734863,0
2025-03-18,4,4,3,379.3999938964844,0.3330000042915344,1,0,0.7300000190734863,2
2025-03-19,4,4,4,480.1000061035156,0.0,1,0,0.7400000095367432,1
2025-03-20,4,4,4,318.6000061035156,0.0,1,0,0.7400000095367432,0
2025-03-21,4,4,2,261.29998779296875,0.0,0,0,0.7200000286102295,0
2025-03-22,4,4,3,380.6000061035156,0.6669999957084656,3,1,0.7300000190734863,1
